File,Size,Owner,Shared,Stripped,ToDoList
/lib/modules/4.9.56/modules.symbols,211,lubaoquan,,
/lib/modules/4.9.56/modules.devname,0,lubaoquan,,
/lib/modules/4.9.56/modules.builtin,4656,lubaoquan,,
/lib/modules/4.9.56/modules.dep.bin,77,lubaoquan,,
/lib/modules/4.9.56/modules.dep,43,lubaoquan,,
/lib/modules/4.9.56/modules.softdep,55,lubaoquan,,
/lib/modules/4.9.56/modules.order,42,lubaoquan,,
/lib/modules/4.9.56/modules.builtin.bin,6602,lubaoquan,,
/lib/modules/4.9.56/modules.symbols.bin,204,lubaoquan,,
/lib/modules/4.9.56/modules.alias.bin,12,lubaoquan,,
/lib/modules/4.9.56/kernel/drivers/char/hw_random/rng-core.ko,14652,lubaoquan,,not-stripped
/root/.omxregister,0,xuzhiguo,,
/root/bin/dram0_Addr_0xfe020000.bin,108048,wangchengbo,,
/root/bin/iram0_Addr_0xfe000700.bin,32,wangchengbo,,
/root/bin/iram0_Addr_0xfe000600.bin,16,wangchengbo,,
/root/bin/iram0_Addr_0xfe100780.bin,16,wangchengbo,,
/root/bin/iram0_Addr_0xfe0006C0.bin,16,wangchengbo,,
/root/bin/DDR_Addr_0x06400000.bin,2009936,wangchengbo,,
/root/bin/iram0_Addr_0xfe100680.bin,16,wangchengbo,,
/root/bin/iram0_Addr_0xfe100600.bin,16,wangchengbo,,
/root/bin/iram0_Addr_0xfe000000.bin,320,wangchengbo,,
/root/bin/iram0_Addr_0xfe100580.bin,16,wangchengbo,,
/root/bin/iram0_Addr_0xfe000580.bin,16,wangchengbo,,
/root/bin/iram0_Addr_0xfe000400.bin,368,wangchengbo,,
/root/bin/iram0_Addr_0xfe000780.bin,16,wangchengbo,,
/root/bin/dram1_Addr_0xfe140000.bin,114320,wangchengbo,,
/root/bin/nnp200_info_230e_fe_0x04600000.bin,25509840,wangchengbo,,
/root/bin/iram0_Addr_0xfe100000.bin,320,wangchengbo,,
/root/bin/iram0_Addr_0xfe100700.bin,32,wangchengbo,,
/root/bin/iram0_Addr_0xfe100400.bin,368,wangchengbo,,
/root/bin/dram0_Addr_0xfe120000.bin,108048,wangchengbo,,
/root/bin/iram0_Addr_0xfe100640.bin,16,wangchengbo,,
/root/bin/DDR_Addr_0x07200000.bin,518176,wangchengbo,,
/root/bin/iram0_Addr_0xfe000680.bin,16,wangchengbo,,
/root/bin/iram0_Addr_0xfe1005C0.bin,16,wangchengbo,,
/root/bin/iram0_Addr_0xfe1006C0.bin,16,wangchengbo,,
/root/bin/iram0_Addr_0xfe0005C0.bin,16,wangchengbo,,
/root/bin/DDR_Addr_0x073FFC00.bin,96,wangchengbo,,
/root/bin/dram1_Addr_0xfe040000.bin,114320,wangchengbo,,
/root/bin/iram0_Addr_0xfe000640.bin,16,wangchengbo,,
/root/app/AiApp,497268,cuiweiwen,,stripped
/root/app/readme.txt,40,lubaoquan,,
/root/app/config/FaceCaptureCfg.ini,2858,lubaoquan,,
/root/app/config/IFaaS4Elog.cfg,660,lubaoquan,,
/root/app/config/BodyCaptureCfg.ini,998,lubaoquan,,
/root/app/config/ifsdkCfg.ini,80,lubaoquan,,
