phase,dev,Duration(ms)
boot,at_cdev_init,0.42699999999998295
boot,init_bio,0.12199999999999711
boot,mmc_init,0.3049999999999997
boot,init_mbcache,0.0
boot,neigh_init,0.030000000000002247
boot,cubictcp_register,0.06099999999997774
boot,xt_init,0.031000000000003247
boot,init_elf_binfmt,0.0
boot,timer_init_syscore_ops,0.0
boot,i2c_init,0.2139999999999989
boot,ip6_tables_init,0.06100000000008876
boot,dio_init,0.03099999999998937
boot,bsdcomp_init,0.030000000000002247
boot,init_oops_id,0.031000000000003247
boot,string_mt_init,0.0
boot,cpufreq_gov_performance_init,0.0
boot,init_pipe_fs,0.061000000000005494
boot,init_zero_pfn,0.0
boot,crypto_wq_init,0.09099999999999386
boot,llc_init,0.031000000000003247
boot,ppp_async_init,0.0
boot,dma_channel_table_init,0.060999999999998555
boot,inet6_init,1.0679999999999579
boot,zx29_spi_init,0.6099999999999994
boot,length_mt_init,0.02999999999997449
