phase,dev,Duration(ms)
boot,topology_sysfs_init,5.066000000000237
boot,net_other_init,4.515999999999742
boot,leds_init,4.272999999999971
boot,crypto_authenc_module_init,5.554000000000059
boot,tc_filter_init,4.6079999999999455
boot,state_mt_init,4.425000000000345
boot,ebtable_broute_init,5.066000000000237
boot,zx29_dma_driver_init,11.352000000000029
boot,teql_init,5.095999999999989
boot,ipv4_netfilter_init,4.9440000000000595
boot,init_mtdblock,4.424999999999901
boot,ioresources_init,4.761000000000015
boot,htb_module_init,4.607999999999279
boot,nf_conntrack_standalone_init,11.75000000000015
boot,init_route4,4.241999999999635
boot,staging_init,4.33400000000006
boot,nf_conntrack_pptp_init,5.278999999999812
boot,tcpmss_mt_init,4.577999999999527
boot,masquerade_tg_init,4.913000000000167
boot,proc_loadavg_init,4.882999999999971
boot,proc_stat_init,4.6080000000001675
boot,sit_init,9.888000000000119
boot,init_mtd,4.729999999999901
boot,alignment_init,4.609000000000085
boot,ip6table_mangle_init,5.157999999999774
boot,init_nls_ascii,4.547000000000079
boot,dnotify_init,4.455000000000098
boot,wakeup_sources_debugfs_init,5.736999999999992
boot,initialize_hashrnd,4.9440000000000595
boot,tsp_fast_init,4.699999999999704
boot,police_init_module,4.852999999999774
boot,fib_rules_init,4.6079999999999455
boot,ppp_mppe_init,9.307999999999872
boot,ipc_sysctl_init,4.699000000000009
boot,init_nls_utf8,4.395000000000149
boot,tunnel6_init,4.455999999999349
boot,at_cdev_init,15.258000000000216
boot,init_bio,8.086999999999955
boot,mmc_init,4.395000000000149
boot,init_mbcache,4.455000000000098
boot,neigh_init,4.242000000000079
boot,cubictcp_register,8.05699999999998
boot,xt_init,3.99799999999928
boot,init_elf_binfmt,4.669000000000034
boot,timer_init_syscore_ops,5.279000000000034
boot,i2c_init,4.241999999999968
boot,ip6_tables_init,10.070999999999941
boot,dio_init,4.059000000000035
boot,bsdcomp_init,9.12500000000005
boot,init_oops_id,4.424999999999457
boot,string_mt_init,4.272000000000276
boot,cpufreq_gov_performance_init,5.706999999999907
boot,init_pipe_fs,4.33400000000006
boot,init_zero_pfn,4.5159999999999645
boot,crypto_wq_init,4.669999999999952
boot,llc_init,3.9369999999996352
boot,ppp_async_init,4.48599999999999
boot,dma_channel_table_init,5.431999999999992
boot,inet6_init,9.674999999999656
boot,zx29_spi_init,18.18900000000001
boot,length_mt_init,4.609000000000307
